Inglaterra	PESSOA
já	O
tido	O
o	O
movimento	O
Lollard	ABSTRACCAO
,	O
que	O
inspirou	O
os	O
Hussitas	PESSOA
na	O
Boémia	LOCAL
.	O
Mas	O
em cerca de 1520	TEMPO
,	O
no	O
entanto,	O
os	O
Lollards	PESSOA
não	O
eram	O
já	O
uma	O
força	O
activa,	O
ou	O
pelo	O
menos	O
um	O
movimento	O
de	O
massas.	O
O	O
carácter	O
diferente	O
da	O
Reforma Inglesa	ABSTRACCAO
deve-se	O
ao	O
facto	O
de	O
ter	O
sido	O
promovida	O
inicialmente	O
pelas	O
necessidades	O
políticas	O
de	O
Henrique VIII	PESSOA
.	O
Sendo	O
este	O
casado	O
com	O
e	O
estando	O
apaixonado	O
por	O
Ana Bolena	PESSOA
,	O
Henrique	PESSOA
solicita	O
ao	O
Papa Clemente VII	PESSOA
a	O
anulação	O
do	O
casamento.	O
Perante	O
a	O
recusa	O
do	O
Papado	PESSOA
,	O
Henrique	PESSOA
faz-se	O
proclamar,	O
em 1531	TEMPO
,	O
protector	O
da	O
Igreja	ORGANIZACAO
inglesa	O
.	O
O	O
"	O
Ato de Supremacia	OBRA
",	O
votado	O
no	O
Parlamento	ORGANIZACAO
em Novembro de 1534	TEMPO
,	O
colocou	O
Henrique	PESSOA
e	O
os	O
seus	O
sucessores	O
na	O
liderança	O
da	O
Igreja	ORGANIZACAO
:	O
os	O
súbditos	O
deveriam	O
submeter-se	O
ou	O
então	O
seriam	O
excomungados	O
e	O
perseguidos.	O
Apesar	O
de	O
uma	O
certa	O
deriva	O
em	O
direcção	O
ao	O
luteranismo,	O
Henrique	PESSOA
reafirma	O
a	O
ortodoxia	O
católica	O
através	O
da	O
"	O
Confissão dos Seis Artigos	OBRA
"	O
(	O
1539	TEMPO
).	O
Entre 1540 e 1553	TEMPO
,	O
sob	O
Thomas Cromwell	PESSOA
,	O
a	O
política	O
conhecida	O
como	O
a	O
dissolução	O
dos	O
mosteiros	O
foi	O
posta	O
em	O
prática.	O
A	O
veneração	O
de	O
santos,	O
locais	O
de	O
peregrinação	O
foram	O
atacados.	O
Enormes	O
extensões	O
de	O
terras	O
e	O
propriedades	O
da	O
Igreja	ORGANIZACAO
passaram	O
para	O
as	O
mãos	O
da	O
coroa	O
e	O
posteriormente	O
da	O
nobreza	O
e	O
das	O
classes	O
altas.	O
Os	O
direitos	O
adquiridos	O
foram	O
uma	O
força	O
poderosa	O
de	O
apoio	O
às	O
dissoluções.	O
Houve	O
muitos	O
opositores	O
da	O
,	O
tais	O
como	O
Thomas More	PESSOA
e	O
o	O
Bispo John Fischer	PESSOA
,	O
que	O
foram	O
executados	O
pela	O
sua	O
oposição.	O
Mas	O
também	O
existiu	O
um	O
partido	O
crescente	O
de	O
Protestantes	PESSOA
genuínos	O
que	O
estavam	O
inspirados	O
pelas	O
doutrinas	O
então	O
correntes	O
no	O
continente.	O
Quando	O
Henrique	PESSOA
foi	O
sucedido	O
pelo	O
seu	O
filho	O
Eduardo VI	PESSOA
em 1547	TEMPO
,	O
os	O
protestantes	O
viram-se	O
em	O
ascendente	O
no	O
governo.	O
Uma	O
reforma	O
mais	O
radical	O
foi	O
imposta,	O
com	O
a	O
destruição	O
de	O
imagens	O
e	O
o	O
fecho	O
de	O
capelas,	O
para	O
além	O
de	O
ter	O
sido	O
revogada	O
a	O
"	O
Confissão dos Seis Artigos	OBRA
".	O
Em 1552	TEMPO
,	O
é	O
redigido	O
o	O
novo	O
"	O
Livro de Orações	OBRA
"	O
e	O
promulgada	O
a	O
"	O
Confissão de Fé em Quarenta e Dois Artigos	OBRA
",	O
que	O
aproximava	O
doutrinalmente	O
a	O
do	O
calvinismo.	O
Seguiu-se	O
uma	O
breve	O
reacção	O
católica	O
durante	O
o	O
reinado	O
de	O
Maria I	PESSOA
(	O
1553-1558	TEMPO
).	O
De	O
início	O
moderada	O
na	O
sua	O
política	O
religiosa,	O
Maria	PESSOA
procura	O
a	O
reconciliação	O
com	O
Roma	ORGANIZACAO
,	O
consagrada	O
em 1554	TEMPO
,	O
quando	O
o	O
Parlamento	ORGANIZACAO
vota	O
o	O
regresso	O
à	O
obediência	O
papal.	O
Porém,	O
as	O
perseguições	O
violentas	O
que	O
move	O
aos	O
não	O
católicos	O
e	O
o	O
seu	O
casamento	O
com	O
,	O
provocam	O
um	O
forte	O
descontentamento	O
na	O
população.	O
Um	O
consenso	O
começou	O
a	O
surgir	O
durante	O
o	O
reinado	O
de	O
Isabel I	PESSOA
.	O
Em 1559	TEMPO
,	O
Isabel	PESSOA
retorna	O
à	O
religião	O
do	O
pai,	O
com	O
o	O
restabelecimento	O
do	O
"	O
Ato de Supremacia	OBRA
"	O
e	O
do	O
"	O
Livro de Orações	OBRA
"	O
de	O
Eduardo VI	PESSOA
.	O
Através	O
da	O
"	O
Confissão dos Trinta e Nove Artigos	OBRA
"	O
(	O
1563	TEMPO
),	O
Isabel	PESSOA
alcança	O
um	O
compromisso	O
entre	O
o	O
protestantismo	O
e	O
o	O
catolicismo:	O
embora	O
o	O
dogma	O
se	O
aproxime	O
do	O
calvinismo,	O
só	O
admitindo	O
como	O
sacramento	O
o	O
baptismo	O
e	O
a	O
eucaristia,	O
é	O
mantida	O
a	O
hierarquia	O
episcopal	O
e	O
o	O
fausto	O
das	O
cerimónias	O
religiosas.	O
O	O
sucesso	O
da	O
Contra-Reforma	ACONTECIMENTO
no	O
continente	O
e	O
o	O
crescimento	O
de	O
um	O
partido	O
puritano	O
dedicado	O
a	O
estender	O
a	O
Reforma Protestante	ABSTRACCAO
polarizou	O
a	O
era Elizabetana	TEMPO
,	O
apesar	O
da	O
Inglaterra	LOCAL
não	O
ter	O
tido	O
até 1640	TEMPO
lutas	O
religiosas	O
comparáveis	O
às	O
dos	O
seus	O
vizinhos.	O
Na	O
verdade	O
a	O
Reforma	ABSTRACCAO
na	O
Inglaterra	LOCAL
procurou	O
preservar	O
o	O
máximo	O
da	O
Tradição Católica	ABSTRACCAO
(episcopado,	O
liturgia	O
e	O
sacramentos).	O
A	O
sempre	O
se	O
viu	O
como	O
a	O
"eclesia	O
anglicanae",	O
ou	O
seja,	O
"A	O
Igreja	ORGANIZACAO
cristã	O
na	O
Inglaterra	LOCAL
"	O
e	O
não	O
derivação	O
da	O
ou	O
do	O
movimento	O
reformista	O
do século XVI	TEMPO
.	O
Como	O
consequência	O
disso	O
sempre	O
existiu	O
dois	O
grandes	O
"partidos"	O
ou	O
"facções":	O
a	O
Igreja Alta	ABSTRACCAO
(	O
High Church	ABSTRACCAO
)	O
e	O
Igreja Baixa	ABSTRACCAO
(	O
Low Church	ABSTRACCAO
),	O
que	O
refletem	O
a	O
controvérsia	O
histórica	O
sobre	O
as	O
formas	O
de	O
culto	O
e	O
de	O
expressão.	O
A	O
Reforma Anglicana	ABSTRACCAO
buscou	O
ser	O
a	O
"via	O
média"	O
entre	O
os	O
extremos	O
romanos	O
e	O
puritanos.	O
Assim	O
aceitam	O
os	O
dois	O
sacramentos	O
do	O
Evangelho	ABSTRACCAO
:	O
o	O
Santo Batismo	ABSTRACCAO
,	O
através	O
do	O
qual	O
a	O
pessoa	O
é	O
feita	O
membro	O
da	O
Igreja de Cristo	ORGANIZACAO
,	O
sendo	O
que	O
tal	O
graça	O
é	O
complementada	O
na	O
Confirmação	ABSTRACCAO
,	O
e	O
na	O
Santa Comunhão	ABSTRACCAO
,	O
que	O
une	O
o	O
cristão	O
ao	O
sacrifício	O
de	O
Cristo Jesus	PESSOA
que	O
os	O
alimenta	O
com	O
seu	O
corpo	O
e	O
sangue.	O
Para	O
os	O
anglicanos	O
estes	O
dois	O
sacramentos	O
foram	O
instituídos	O
pelo	O
próprio	O
Senhor Jesus Cristo	PESSOA
.	O
Os	O
demais	O
ritos	O
sacramentais	O
da	O
Igreja	ORGANIZACAO
também	O
são	O
aceitos,	O
apesar	O
de	O
não	O
terem	O
sido	O
instituídos	O
por	O
Cristo	PESSOA
,	O
mas	O
são	O
reconhecidos	O
por	O
serem,	O
em	O
parte,	O
estados	O
de	O
vida	O
aprovados	O
nas	O
Escrituras	OBRA
:	O
a	O
Confirmação	ABSTRACCAO
,	O
Penitência	ABSTRACCAO
,	O
Ordens	ABSTRACCAO
,	O
Matrimônio	ABSTRACCAO
e	O
a	O
.	O
Embora	O
tenham	O
se	O
afastado	O
de	O
muitas	O
das	O
prática	O
devocionais	O
medievais	O
com	O
relação	O
aos	O
santos	O
e	O
a	O
Virgem Maria	PESSOA
mantiveram	O
um	O
calendário	O
específico	O
para	O
sua	O
comemoração	O
na	O
Igreja	ORGANIZACAO
,	O
em	O
especial	O
as	O
antigas	O
festas	O
marianas	O
diretamente	O
associadas	O
aos	O
méritos	O
de	O
seu	O
Filho	O
Jesus Cristo	PESSOA
(	O
Anunciação	ACONTECIMENTO
,	O
Natividade	ACONTECIMENTO
etc).	O
Lápis-lazúli	O
,	O
conhecido	O
também	O
como	O
lápis,	O
é	O
uma	O
rocha	O
metamórfica	O
de	O
cor	O
azul	O
utilizada	O
como	O
gema	O
ou	O
como	O
rocha	O
ornamental	O
utilizada	O
desde antes de 7000 a.C.	TEMPO
em	O
Mehrgarh	LOCAL
na	O
Índia	LOCAL
,	O
situado	O
nos dias de hoje	TEMPO
no	O
Paquistão	LOCAL
.	O
A	O
sua	O
azul-escura	O
e	O
opaca,	O
fez	O
com	O
que	O
esta	O
gema	O
fosse	O
altamente	O
apreciada	O
pelos	O
faraós	O
egípcios,	O
como	O
pode	O
ser	O
visto	O
por	O
seu	O
uso	O
proeminente	O
em	O
muitos	O
dos	O
tesouros	O
recuperados	O
dos	O
túmulos	O
faraônicos.	O
É	O
ainda	O
extremamente	O
popular	O
hoje	TEMPO
.	O
Trata-se	O
de	O
uma	O
rocha	O
e	O
não	O
de	O
um	O
mineral	O
porque	O
é	O
composto	O
de	O
vários	O
minerais.	O
A	O
primeira	O
parte	O
do	O
nome,	O
lápis,	O
em	O
latim	O
significa	O
pedra.	O
A	O
segunda	O
parte,	O
lazúli,	O
é	O
a	O
forma	O
genitiva	O
no	O
latim,	O
lazulum,	O
que	O
veio	O
do	O
árabe	O
(al)-	O
lazward,	O
que	O
veio	O
do	O
persa	O
lazhward,	O
que	O
veio	O
do	O
sânscrito	O
Raja Warta	ABSTRACCAO
significando	O
anel,	O
vida	O
do	O
rei.	O
Lazúli	O
era	O
originalmente	O
um	O
nome,	O
mas	O
logo	O
veio	O
a	O
significar	O
azul	O
por	O
causa	O
de	O
sua	O
associação	O
com	O
a	O
pedra.	O
A	O
palavra	O
em	O
inglês	O
azure,	O
do	O
azul	O
espanhol	O
e	O
português,	O
e	O
o	O
azzurro	O
italiano	O
são	O
cognatos.	O
História	O
No	O
antigo	O
Egito	LOCAL
o	O
lápis-lazúli	O
era	O
a	O
pedra	O
favorita	O
para	O
amuletos	O
e	O
ornamentos;	O
foi	O
usado	O
também	O
pelos	O
assírios	O
e	O
pelos	O
babilônicos	O
nos	O
selos	O
cilíndricos	O
(locais	O
onde	O
se	O
gravavam	O
pinturas	O
contando	O
a	O
historia	O
do	O
povo).	O
As	O
escavações	O
egípcias	O
que	O
datam	O
de 3000 a.C.	TEMPO
continham	O
milhares	O
de	O
artigos	O
como	O
jóia,	O
muitos	O
feitos	O
de	O
lápis.	O
Os	O
lápis	O
pulverizados	O
foram	O
usados	O
por	O
senhoras	O
egípcias	O
como	O
uma	O
sombra	O
cosmética	O
para	O
o	O
olho.	O
Como	O
inscrito	O
no	O
capítulo	O
140	O
do	O
Livro dos Mortos	OBRA
egípcio,	O
o	O
lápis	O
lazúli,	O
na	O
forma	O
de	O
um	O
olho	O
ajustado	O
no	O
ouro,	O
foi	O
considerado	O
um	O
amuleto	O
de	O
grande	O
poder.	O
No último dia do mês	TEMPO
,	O
oferecia-se	O
este	O
olho	O
simbólico,	O
porque	O
se	O
acreditava	O
que,	O
nesse dia	TEMPO
,	O
um	O
ser	O
supremo	O
colocou	O
tal	O
imagem	O
em	O
sua	O
cabeça.	O
Os	O
antigos	O
túmulos	O
reais	O
sumérios	O
de	O
Ur	LOCAL
,	O
situados	O
perto	O
do	O
rio	O
Eufrates	LOCAL
no	O
baixo	O
Iraque	LOCAL
,	O
continham	O
mais de 6000	VALOR
estatuetas	O
belamente	O
executadas,	O
de	O
lápis-lazúli,	O
de	O
pássaros,	O
cervos,	O
e	O
roedores	O
bem	O
como	O
pratos,	O
grânulos,	O
e	O
selos	O
de	O
cilindro.	O
Estes	O
artefatos	O
vieram	O
indubitavelmente	O
do	O
material	O
minado	O
em	O
Badakhshan	LOCAL
no	O
norte	O
do	O
Afeganistão	LOCAL
.	O
Curiosidades	O
É	O
a	O
pedra	O
oficial	O
do	O
anel	O
de	O
formatura	O
dos	O
psicologos,	O
assim	O
considerada	O
a partir de 31 de março de 2006	TEMPO
,	O
pela	O
resolução	O
Nº	O
,	O
do	O
Conselho Federal de Psicologia	ORGANIZACAO
brasileiro.	O
Uma	O
alteração	O
num	O
único	O
gene	O
é	O
capaz	O
de	O
transformar	O
um	O
vírus	O
inofensivo	O
no	O
agente	O
causador	O
de	O
uma	O
gripe	O
mortal.	O
A	O
descoberta,	O
segundo	O
pesquisadores	O
da	O
(	O
EUA	LOCAL
),	O
poderá	O
levar	O
à	O
compreensão	O
de	O
como	O
as	O
epidemias	O
da	O
doença	O
surgem	O
e	O
qual	O
a	O
melhor	O
forma	O
de	O
combatê-las.	O
A	O
equipe	O
liderada	O
por	O
Yoshihiro Kawaoka	PESSOA
analisou	O
amostras	O
do	O
H5N1	COISA
,	O
o	O
vírus	O
influenza	O
que,	O
em 1997	TEMPO
,	O
matou	O
6	VALOR
das	O
18	VALOR
pessoas	O
infectadas,	O
em	O
Hong Kong	LOCAL
.	O
Essas	O
amostras	O
foram	O
inoculadas	O
em	O
camundongos	O
e,	O
de	O
acordo	O
com	O
os	O
sintomas	O
apresentados	O
pelos	O
animais,	O
foram	O
divididas	O
em	O
dois	O
grupos.	O
O	O
primeiro	O
grupo	O
causava	O
uma	O
forma	O
de	O
infecção	O
letal,	O
matando	O
os	O
camundongos,	O
e	O
o	O
segundo	O
provocava	O
apenas	O
problemas	O
respiratórios	O
como	O
sintomas.	O
Para	O
descobrir	O
a	O
razão	O
dessa	O
diferença,	O
Kawaoka	PESSOA
usou	O
uma	O
estratégia	O
de	O
"engenheirar"	O
os	O
vírus,	O
trocando	O
genes	O
entre	O
as	O
linhagens	O
virais.	O
Desse	O
modo,	O
conseguiu	O
identificar	O
qual	O
deles	O
era	O
o	O
responsável	O
pela	O
maior	O
capacidade	O
de	O
infecção	O
do	O
influenza.	O
"Uma	O
mudança	O
de	O
apenas	O
uma	O
base	O
[letra]	O
no	O
gene	O
PB2	COISA
[que	O
resultou	O
na	O
modificação	O
de	O
um	O
aminoácido	O
na	O
proteína	O
por	O
ele	O
codificada]	O
parece	O
ser	O
a	O
causa	O
da	O
virulência	O
do	O
influenza",	O
explica.	O
Os	O
cientistas	O
ainda	O
não	O
sabem	O
exatamente	O
qual	O
o	O
papel	O
do	O
PB2	COISA
,	O
mas	O
ele	O
parece	O
codificar	O
uma	O
enzima	O
responsável	O
pela	O
indução	O
de	O
um	O
número	O
maior	O
de	O
partículas	O
virais	O
nas	O
células	O
infectadas.	O
O	O
estudo	O
do	O
grupo	O
de	O
Kawaoka	PESSOA
está	O
na	O
edição	O
de hoje	TEMPO
da	O
revista	O
científica	O
"	O
Science	LOCAL
".	O
Os	O
fragmentos	O
do	O
satélite	O
italiano	O
Bepposax	COISA
mergulharam	O
na noite de ontem	TEMPO
no	O
oceano	O
Pacífico	LOCAL
,	O
deixando	O
aliviados	O
os	O
mais de 30	VALOR
países	O
_inclusive	O
o	O
Brasil	LOCAL
_	O
que	O
estavam	O
sob	O
risco	O
de	O
serem	O
atingidos	O
pelos	O
destroços.	O
Segundo	O
informou	O
a	O
ASI	ORGANIZACAO
(agência	O
espacial	O
italiana)	O
no fim da noite de ontem	TEMPO
por	O
telefone,	O
o	O
impacto	O
dos	O
destroços	O
teria	O
ocorrido	O
às 18h06	TEMPO
(horário	O
de	O
Brasília	LOCAL
),	O
numa	O
área	O
remota	O
do	O
oceano.	O
Os	O
italianos	O
não	O
devem	O
conduzir	O
operação	O
para	O
resgatar	O
os	O
detritos.	O
Estimativas	O
da	O
agência	O
davam	O
conta	O
de	O
que	O
mais de 40	VALOR
pedaços,	O
com	O
até 120 kg	VALOR
,	O
poderiam	O
resistir	O
ao	O
atrito	O
com	O
o	O
ar	O
e	O
chegar	O
ao	O
solo.	O
A	O
chance	O
de	O
que	O
um	O
dos	O
pedaços	O
atingisse	O
uma	O
pessoa	O
era	O
mínima,	O
mas	O
autoridades	O
de	O
diversos	O
países,	O
inclusive	O
a	O
Agência Espacial Brasileira	ORGANIZACAO
,	O
estavam	O
prontas	O
para	O
qualquer	O
contingência.	O
O	O
satélite,	O
com	O
massa	O
total	O
de	O
aproximadamente 1,4 tonelada	VALOR
,	O
foi	O
construído	O
pelos	O
italianos,	O
em	O
colaboração	O
com	O
a	O
Holanda	ORGANIZACAO
,	O
para	O
o	O
estudo	O
dos	O
raios	O
X	O
vindos	O
do	O
espaço	O
cósmico.	O
O	O
equipamento	O
foi	O
lançado	O
ao	O
espaço	O
em 1996	TEMPO
,	O
numa	O
órbita	O
baixa	O
(	O
cerca de 600 km	VALOR
de	O
altitude)	O
com	O
uma	O
pequena	O
inclinação,	O
ou	O
seja,	O
quase	O
exatamente	O
sobre	O
a	O
.	O
A	O
missão	O
científica	O
da	O
nave	O
foi	O
concluída	O
em 30 de abril de 2002	TEMPO
.	O
Depois	O
disso,	O
o	O
satélite	O
deixou	O
de	O
ter	O
sua	O
órbita	O
corrigida.	O
O	O
atrito	O
com	O
as	O
camadas	O
mais	O
altas	O
da	O
atmosfera	O
gradativamente	O
diminuiu	O
a	O
altitude,	O
o	O
que	O
culminou	O
com	O
a	O
reentrada,	O
ontem	TEMPO
.	O
Como	O
a	O
volta	O
à	O
Terra	LOCAL
não	O
foi	O
realizada	O
de	O
forma	O
controlada	O
(como	O
aconteceu	O
com	O
as	O
135 toneladas	VALOR
da	O
estação	O
espacial	O
Mir	COISA
,	O
em 2001	TEMPO
),	O
era	O
impossível	O
prever	O
exatamente	O
onde	O
os	O
destroços	O
iriam	O
cair.	O
(SN)	O
P:	O
Então	O
tu	O
passaste	O
uma	O
infância	O
muito	O
sozinha?	O
Bem,	O
na	O
província,	O
às vezes	TEMPO
brincava	O
com	O
outros	O
meninos	O
filhos	O
do	O
...	O
ou	O
doutras	O
pessoas	O
do	O
tribunal,	O
ou	O
da	O
rua,	O
até.	O
Brincava...	O
Ali,	O
em	O
Alenquer	LOCAL
.	O
Porque	O
depois	TEMPO
viemos,	O
voltámos	O
para	O
Lisboa	LOCAL
,	O
o	O
meu	O
pai	O
esteve	O
então,	O
se	O
não	O
me	O
engano,	O
como	O
...	O
chefe	O
de	O
gabinete	O
do	O
Ministro da Justiça	PESSOA
,	O
por	O
isso,	O
voltámos,	O
que	O
era	O
o	O
dr. Catanho de Meneses	PESSOA
.	O
Voltámos	O
para	O
Lisboa	LOCAL
e	O
foi	O
quando	O
saímos	O
de	O
Santa Quitéria	LOCAL
para	O
a	O
Rua Sampaio Pina	LOCAL
.	O
E	O
na	O
Rua Sampaio Pina	LOCAL
,	O
que	O
era	O
ao	O
lado	O
do	O
Rádio Clube Português	LOCAL
,	O
a	O
casa	O
que	O
ainda	O
existe	O
hoje	TEMPO
e	O
faz	O
esquina	O
para	O
a	O
rua	O
Castilho	LOCAL
,	O
no	O
primeiro	O
andar,	O
então	O
alugámos	O
essa	O
casa,	O
e	O
aí	O
então	O
é	O
que	O
eu	O
comecei	O
foi	O
a	O
aprender	O
o	O
alemão	O
com	O
uma	O
preceptora	O
alemã,	O
que	O
era...	O
que	O
vinha	O
três vezes por semana	TEMPO
,	O
dar-me	O
lição	O
de	O
alemão.	O
Não	O
estava	O
lá	O
em	O
casa,	O
havia	O
preceptoras	O
internas,	O
que	O
estavam	O
dentro,	O
que	O
eram	O
internas,	O
estavam	O
lá,	O
nas	O
casas	O
dos	O
respectivos	O
alunos,	O
mas	O
aquela	O
senhora,	O
a	O
Kaethe Goethe	PESSOA
,	O
não.	O
Vinha	O
três vezes por semana	TEMPO
dar-me	O
a	O
lição	O
de	O
alemão.	O
D:	O
E	O
tu	O
gostavas?	O
Gostava!	O
Tinha	O
uns	O
livros	O
assim	O
muito	O
engraçados,	O
que	O
ainda	O
hoje	TEMPO
conheces,	O
que	O
conservo.	O
D:	O
E	O
ela	O
era	O
professora?	O
Ela	O
era	O
professora	O
mesmo,	O
ou?	O
Era	O
professora,	O
quero	O
dizer	O
ela	O
veio	O
para	O
Portugal	LOCAL
dar	O
aulas.	O
Não	O
sei	O
se	O
veio	O
interna	O
para	O
uma	O
casa	O
e	O
depois	TEMPO
deixou,	O
estava...	O
D:	O
Mas	O
enfim,	O
não	O
é	O
uma	O
senhora	O
alemã	O
que	O
dava	O
umas	O
aulinhas	O
para	O
...	O
para	O
Não,	O
ela	O
era	O
uma	O
senhora	O
que	O
tinha	O
vindo	O
da	O
Alemanha	LOCAL
só	O
para	O
ser	O
professora,	O
e	O
tinha...	O
tinha-se	O
instalado	O
numa	O
casa	O
que	O
era	O
o	O
lar	O
das...	O
das	O
professoras	O
de	O
alemão,	O
que	O
havia	O
nessa altura	TEMPO
,	O
na	O
Avenida	LOCAL
,	O
perto	O
da	O
Praça da Alegria	LOCAL
.	O
Lembro-me	O
de	O
ela	O
lá	O
me	O
ter	O
levado	O
e	O
tenho	O
aí	O
até	O
fotografias	O
de	O
um	O
cão,	O
desse	O
dito	O
lar,	O
a	O
querer	O
abraçar-me,	O
coisa	O
que	O
eu	O
não	O
gostei	O
nada,	O
como	O
continuo	O
a	O
não	O
gostar	O
de	O
abraços	O
de	O
cão.	O
D:	O
Mas	O
já	O
tinhas	O
o	O
Sirius	COISA
...	O
Não,	O
o	O
Sirius	COISA
veio	O
muitíssimo mais tarde	TEMPO
.	O
Não,	O
na	O
Sampaio Pina	LOCAL
não	O
tinha	O
o	O
Sirius	COISA
,	O
não	O
tinha	O
cão	O
nenhum.	O
D:	O
Então	O
tinhas	O
a	O
tua	O
mãe,	O
como	O
professora	O
de	O
tudo	O
o	O
resto	O
e	O
a	O
senhora	O
Pois,	O
o	O
resto,	O
tinha	O
grandes	O
amigas	O
sempre.	O
Constante,	O
até	O
era,	O
mais	O
até	O
que	O
as	O
minhas	O
primas...	O
tinha	O
as	O
minhas	O
primas,	O
e	O
tinha	O
a	O
Joaninha Sampaio e Melo	PESSOA
,	O
que	O
era	O
filha	O
da	O
maior	O
amiga	O
da	O
minha	O
mãe,	O
da	O
Lourinhã	LOCAL
.	O
Ali,	O
só	O
me	O
lembro	O
de	O
ser	O
eu.	O
Mas	O
talvez	O
houvesse	O
outros,	O
da	O
família	O
Xara Brasil	PESSOA
,	O
que	O
eram	O
as	O
pessoas	O
ali	O
principais,	O
e	O
eram	O
realmente	O
...	O
não	O
me	O
lembro.	O
Agora	O
outros	O
meninos	O
em	O
Lisboa	LOCAL
,	O
ou	O
iam	O
para	O
as	O
piscinas,	O
de	O
,	O
e	O
outras	O
coisas	O
assim.	O
D:	O
Mas	O
conta	O
lá	O
...	O
como	O
é	O
que	O
aprendeste	O
a	O
nadar,	O
que	O
é	O
engraçado	O
Aprendi	O
a	O
nadar,	O
como	O
digo,	O
com	O
esse	O
velho	O
lobo	O
do	O
mar	O
que	O
se	O
tinha	O
tornado	O
banheiro	O
da	O
praia	O
de	O
S. Bernardino	LOCAL
;	O
tinha	O
um	O
chapéu	O
mole	O
assim	O
amachucado,	O
um	O
fato	O
de	O
macaco,	O
e	O
uma	O
cabaça	O
à	O
cintura	O
e	O
ele	O
puxav...	O
agarrava-me	O
assim	O
no	O
queixo,	O
com	O
a	O
mão,	O
e	O
depois	O
dizia-me	O
os	O
movimentos	O
que	O
eu	O
devia	O
fazer,	O
nadar	O
é	O
claro,	O
os	O
bálticos,	O
não	O
é?	O
E	O
foi	O
assim	O
que	O
eu	O
